169,手动模式-不允许执行程序,提示,只有自动模式下才能执行自动程序操作。,只有自动模式下才能执行自动程序操作。
202,刀具管理PLC接口完成超时，接口ID 为%,提示,release版本与PLC库版本不匹配,更新release或者PLC库
203,刀具管理PLC接口ID错误，接口ID 为%,提示,release版本与PLC库版本不匹配,更新release或者PLC库
601,定位(*)Y起:* 终:* 路径:*,提示,提示信息,定位段信息提示
602,请确认定位过程安全，然后再启动执行！,提示,提示信息,安全确认提示
1001,逻辑轴%:与初始化时的参考点不同，请重新返参!,提示,原点开关异常，或者改变返参参数，或者返参距离,与初始化时的参考点不同，请重新返参!或者重新返参初始化。
1005,DEBUG_STEP%,提示,用于系统内部调试消息,无需处理
1012,逻辑轴%:原点信号一直为TRUE，请检查。,提示,原点开关异常,请检查原点开关，或移动一段距离后再试。
2027,物理轴%:最大随动误差设置超限，超差报警失效,提示,设置跟随误差范围不合理。,重新设置跟随误差。
3001,同步坐标失败，当前速度不为0,警告,在当前笛卡尔轴速度不为0的时候，结束同步M代码的执行。,检查PLC程序的执行时序，结束带有同步功能的M代码执行时，需检查各轴的运行速度，如不为0，则等待其为0后再结束执行。
3002,补偿文件加载失败,警告,,1.twincav.ini文件配置的补偿文件不存在；2.补偿文件格式不正确请检查；3.在本消息前后附近有更加具体加载失败的原因消息；
3003,同步坐标失败，存在模态变换未取消,警告,目前版本系统，如模态变换未取消，执行具有同步坐标功能的代码，提示该报警。,先取消旋转、镜像、缩放，后再执行同步坐标功能的代码。
3004,两次取Z脉冲编码器锁存值之差为%,提示,主轴准停初始化时两次Z脉冲异常。,检查主轴的编码器反馈是否正常；
3006,PLC指令的逻辑轴误差补偿值异常(mm),警告,,"PLC指令的逻辑轴误差补偿值超过1mm,请检查PLC程序；"
3007,主轴不存在,警告,,检查指令主轴的编号；
3008,"逻辑轴:%超软限位,机床坐标为:%",警告,逻辑轴超软限位,检查指定目标位置是否合理和软限位设置是否合理。
3009,获取名为：%的逻辑轴ID失败,警告,不存在指定名称的逻辑轴,请检查指令的逻辑轴名称。
3017,PLC指令的逻辑轴误差补偿inc值异常(mm),警告,,PLC指令的逻辑轴误差补偿inc值大于50um，请检查PLC程序；
3018,主轴% 暂停后恢复工作时接收到下使能操作,警告,,检查PLC主轴下使能操作代码；
3024,返参模式下接收到来自PLC的手动指令，该指令已被忽略,警告,,检查PLC主轴下使能操作代码；
3026,五轴监控-刀心点偏移出容差空间,警告,,通过矢量退刀功能，将刀具从工件中退出至安全位置并复位；
3034,主轴准停出错,警告,,主轴准停指令的角度和读取的当前主轴角度偏差过大；
3045,逻辑轴预定义坐标不单调，请检查,警告,,检查逻辑轴参数组PrePos内设置的值是否与Pos序号一样单调；
3049,铣削车削件-刀具进入禁止区域,警告,,修改NC程序使路径绕开该禁止区域；
3050,未进行回参考点操作，手动操作被禁止，激活手动释放可解除限制,警告,,1.进行返参操作；2.激活手动模式“手动释放”状态；
3057,S代码指定的速度大于主轴设置的最大速度(rpm),警告,,修改S指令值。
3058,操作所指定的轴号超范围,警告,,允许的轴号范围是1->16，否则报告该错误信息；
3060,刀补失败,警告,刀补出错,须使用nc程序和cnccfg文件夹查找原因
3061,刀补：轨迹类型错误,警告,刀补出错,须使用nc程序和cnccfg文件夹查找原因
3062,刀补：轨迹夹角计算出错（L-L）,警告,计算出错,须使用nc程序和cnccfg文件夹查找原因
3063,主轴准停动作未完成，M19结束同步,警告,,检查PLC程序M19的处理时序。
3064,刀补：刀具干涉,警告,过切,刀具半径过大
3065,刀补：不允许圆弧退刀,警告,暂不支持,检查NC程序退刀段
3066,刀补：不允许圆弧进刀,警告,暂不支持,检查NC程序进刀段
3067,刀补未取消，不可测量,警告,,使用G40指令取消刀补后再试测量；
3096,未指定主轴速度而启动主轴,警告,,编写S代码指令主轴旋转速度；
3098,伺服报警,提示,伺服报警,退到保护用，报警信息详见各个伺服轴报警
3102,激活逻辑轴% 第% 软限位失败,警告,,该软限位未设置有效的边界值，请检查；
3105,圆锥插补-运行时间设定小于加减速时间,警告,,手动停止机床运行，请联系相关技术人员
3106,主轴% 准停时主轴下使能操作,警告,,检查PLC主轴下使能操作代码；
3108,插补输出出错,警告,插补输出出错,须使用nc程序和cnccfg文件夹查找原因
3109,G642样条插补输出出错,警告,内部计算出错，样条和微段的位置经过检测发现不重合的现象,手动停止机床运行，请联系相关技术人员
3119,刀补：程序结束前没有取消刀补或没有退刀段,警告,无退刀段,检查NC程序
3129,机器人轴%超软限位，超限位的坐标为%,警告,,手动模式操作该机器人轴，使其位置远离软限位位置；
3134,"逻辑轴%增量指令尚未完成又接收到该轴指令,附加信息%",警告,,在当前逻辑轴inc指令未完成的情况，又接收到来自PLC的对该逻辑轴的inc指令，请检查PLC程序；
3141,手动服务器指令操作的逻辑轴%未上使能,警告,,检查该逻辑轴使能状态，并通过PLC接口给该逻辑轴上使能；
3142,手动服务器指令操作的主轴%未上使能,警告,,检查该主轴使能状态，并通过PLC接口给该主轴上使能；
3149,断点返回后误差过大,警告,,系统运行致命错误，请联系相关技术人员。
3150,未启动测量模式，测头被触发,警告,测量模式已开启，未在G31/G31.1/G32.2运行期间测头被触发。,检查测头信号的可靠性，是否存在误触发的情况。
3155,自动模式下接收到来自PLC非法的手动指令,警告,,非PLC轴，在自动模式下不允许通过PLC接口对其进行操作，请检查PLC程序；
3159,逻辑轴%:平行或同心轴设置值非法,警告,,"平行或同心轴设置值范围是[1,6]"
3160,主轴%堵转报警,警告,主轴发生堵转,立刻停机处理
3165,"逻辑轴反馈坐标:%超软限位,机床反馈坐标为:%",警告,,检查机床的当前位置是否确实超软限位，如未超软限位，请检查编码器反馈是否正常。
3166,非测量模式下测头触发,警告,,通过PLC接口或G310指令打开测量模式；
3167,启动主轴：% 失败，该轴工作在逻辑轴模式,警告,,使用G211指令将该轴切换至主轴模式。
3176,刀补：圆弧处理失败,警告,刀补出错,须使用nc程序和cnccfg文件夹查找原因
3177,刀补：圆弧弧长过短，无法进行刀,警告,圆弧弧长过短,检查NC程序
3178,插补跨段超时，超时行号为%,警告,速度规划计算速度跟不上插补输出速度,须使用nc程序和cnccfg文件夹查找原因
3179,回退距离设置值非法，回退切换失,警告,参数非法 <= 0,检查回退距离参数（大于0）
3181,逻辑轴% 第% 软限位设置错误，请检查,警告,,检查软限位区间断点设置是否合理。
3185,机器人轴%计算后超软限位，超限位的坐标为%,警告,,手动模式操作该机器人轴，使其位置远离软限位位置；
3201,重新计算圆心错误,警告,,检查编程圆弧的圆心坐标精度；
3202,预处理圆弧计算出错-起点终点的距离大于直径,警告,,检查编程圆弧的终点坐标；
3203,编程格式错误-未定义圆心,警告,,检查NC程序圆弧编程格式；
3204,预处理圆弧计算出错-起点终点与圆心的距离不同,警告,,检查编程圆弧的终点坐标；
3205,预处理圆弧计算出错-起点终点距离过短,警告,,圆弧指令通过R指定半径时，起点终点距离不能过短，否则导致圆心无法计算。
3206,预处理圆弧检查错误,警告,,检查NC程序圆弧编程格式；
3207,G02.1/G03.1 未定义张角R,警告,,检查NC程序圆弧编程格式；
3208,G02.7或G03.7 NC编程格式出错,警告,,检查NC程序圆弧编程格式；
3209,G02或G03弧长计算出错,警告,,检查编程圆弧的圆心坐标精度；
3210,G02.9无前导矢量,警告,,检查编程圆弧的圆心坐标精度；
3211,G02.9计算相切圆弧失败,警告,,无法进行相切处理，请检查NC程序；
3212,预处理圆弧计算出错-获取平行轴参数出错,警告,,"检查逻辑轴参数ParallelAxis设置的值范围[1,6]"
3213,螺旋线圆弧螺纹导程太小,警告,,给定导程小于0.000001um
3214,螺旋线圆弧未定义导程,警告,,螺旋线圆弧编程缺少导程指令
3215,螺旋线圆弧圆心增量向量长度太小,警告,,螺旋线圆弧圆心增量向量长度小于0.000001um
3216,螺旋线圆弧-定义的平面圆弧终点与螺旋向进给距离不匹配,警告,,根据螺旋进给矢量长度推算出的终点坐标与给定的终点坐标误差较大
3217,G02/G03 格式出错-指令包含非当前平面轴指令,警告,,G02/G03 指令包含非当前平面轴指令，例如G17时编写了Z指令
3218,预处理圆弧计算出错-重新计算圆心偏差过大,警告,,检查编程圆弧的圆心、终点坐标精度；
3219,设置圆弧轴的轴号不合法,警告,,"设置非标准平面圆弧轴号范围是[1,16]"
3220,刀补模块输出圆弧检查错误,警告,,系统正常运行时，不应出现该报警，请联系相关系统开发人员；
3221,预处理设置坐标系偏置失败,警告,,系统正常运行时，不应出现该报警，请联系相关系统开发人员；
3222,未指定F指令或指定的F指令为0,警告,,请检查NC程序F指令
3223,指定的S指令不能为负值,警告,,请检查NC程序S指令
3224,T代码，刀具号不能为负号,警告,,请检查NC程序T指令
3225,未使用M02或M30结束程序运行,警告,,在NC程序结尾处加入M02或M03指令
3226,获取逻辑轴id失败,警告,,请检查NC程序给定的逻辑轴名称是否正确
3227,一个逻辑轴重复指定,警告,,一段NC程序，一个逻辑轴只能被指定一遍，请检查NC程序；
3228,预处理-发现逻辑轴%超软限位,警告,,NC程序指令的逻辑轴目标坐标，超过软限位允许范围，请检查；
3229,G40刀补撤销后只能接直线指令！,警告,,G40刀补取消后，请使用一段G01直线插补来作为刀补撤销段
3230,退刀段不能倒角,警告,,取消刀补的退刀段不能自动倒角
3231,预处理机器人算法出错,警告,,系统正常运行时，不应出现该报警，请联系相关系统开发人员；
3232,机器人3D圆弧-三点共线,警告,,请检查NC程序3D圆弧指令
3233,机器人3D圆弧-输入两个点而非三个点,警告,,请检查NC程序3D圆弧指令
3234,3D圆弧只在机器人中使用,警告,,非机器人类型设备，暂不支持3D圆弧指令
3235,程序指定了一个不存在的机器人坐标点,警告,,机器人试教操作时未定义该点，请检查
3236,GMDL 输出坐标位置不连续,警告,,内部检查发现GMDL 输出坐标位置不连续，系统正常运行时，不应出现该报警，请联系相关系统开发人员；
3237,GMDLIDX,警告,,GMDL处理模块返回错误，系统正常运行时，不应出现该报警，请联系相关系统开发人
3238,两段衔接轨迹起点终点不同!,警告,,设置机床参数最小合并周期数UniteLineMinCycle=0
3239,G402 指定的逻辑轴不存在,警告,,请检查G402给定的逻辑轴名称
3240,圆柱面刀补计算出错,警告,,系统正常运行时，不应出现该报警，请联系相关系统开发人员；
3241,柱面刀补输入有误,警告,,请检查柱面刀补输入是否正确
3242,GETSERPAR 找不到物理轴,警告,,请检查GETSERPAR函数给定的物理轴名称
3243,SETSERPAR 找不到物理轴,警告,,请检查SETSERPAR函数给定的物理轴名称
3244,NC程序格式出错,警告,,"NC程序格式出错,请检查对应的NC程序段"
3245,渐开线指令中包含非当前平面的轴指令,警告,,渐开线指令中包含非当前平面的轴指令，例如当前G17平面是指定了Z轴指令
3246,INVC 输出坐标位置不连续,警告,,系统正常运行时，不应出现该报警，请联系相关系统开发人员；
3247,INVC 终点在基圆圆内,警告,,请检查NC程序渐开线指令INVC
3248,INVC 基圆半径小于等于0,警告,,请检查NC程序渐开线指令INVC
3249,INVC 旋转角过大，使终点在基圆圆内,警告,,请检查NC程序渐开线指令INVC
3250,INVC 起点在基圆圆内,警告,,请检查NC程序渐开线指令INVC
3251,INVC 不是渐开线轨迹，是圆弧,警告,,请检查NC程序渐开线指令INVC
3252,INVC 请指定渐开线所在平面,警告,,请检查NC程序渐开线指令INVC
3253,INVC 渐开线模块发生错误,警告,,请检查NC程序渐开线指令INVC
3254,Nurbs插补对象未创建,警告,,NC程序加入G6.2指令启动NURBS样条插补
3255,未发现双约束Nurbs样条的启动代码,警告,,NC程序加入G6.2指令启动NURBS样条插补
3256,双约束C样条的启动代码重复,警告,,检查NC程序去掉多余的G6.31指令
3257,未发现双约束C样条的启动代码,警告,,NC程序加入G6.31指令启动双约束C样条插补
3258,存在 (旋转/镜像/缩放) 未取消，G28不允许执行,警告,,加入取消旋转/镜像/缩放的指令后再试
3259,极坐标编程 未取消 G28不允许执行,警告,,加入取消极坐标的指令后再试
3260,测量模式未启动,警告,,加入G310指令启动测量模式
3261,G31\\G31.1\\G31.2 指令获取加速距离失败,警告,,系统正常运行时，不应出现该报警，请联系相关系统开发人员；
3262,G31.3\\G31.4 指令输出测量距离小于当前速度下的最小测量半径,警告,,修改NC程序，增加G31.3\\G31.4起点和终点的增量距离
3263,COTS 参数2输入#变量索引超限,警告,,索引值允许的范围是[1-999]
3264,COTS 参数1输出#变量索引超限,警告,,索引值允许的范围是[1-999]
3265,COTS 输入输出数据区重叠,警告,,"COTS 输入输出数据区重叠,会导致数据覆盖问题"
3266,COTS 参数3输入错误,警告,,取值只能是1或3，其他值非法
3267,圆弧连接轨迹优化有效时不能启动：刀具半径补偿,警告,,先使用G40取消刀补后再试
3268,G68指令已失效，请仔细阅读编程手册后使用新的指令编程,警告,,请使用G68.5代替原G68指令
3269,G84前未指定S指令,警告,,G84前指定S指令，用来指定主轴的旋转速度
3270,G84前未指定M03或M04,警告,,G84前指定M03或M04，用来指定主轴的旋转方向
3271,刚性攻丝螺纹导程过大或设置错误，请检查G84中的F,警告,,F指定的导程大于螺旋向进给总增量
3272,刚性攻丝每次进给长度过短或设置错误，请检查G84中的L,警告,,L指令值需大于0.01mm
3273,G85前未指定S指令,警告,,G85前指定S指令，用来指定主轴的旋转速度
3274,G85前未指定M03或M04,警告,,G85前指定M03或M04，用来指定主轴的旋转方向
3275,G95 指定的主轴不存在,警告,,检查G95指令指定的主轴编号
3276,G96 指定的主轴不存在,警告,,检查G96指令指定的主轴编号
3277,未找到G96.1指令所指定的逻辑轴,警告,,检查G96.1指令指定的逻辑轴名称
3278,没有取消刀补或没有退刀段,警告,,G40刀补取消后，请使用一段G01直线插补来作为刀补撤销段
3279,存在 (旋转/镜像/缩放) 未取消，G53定位不允许执行,警告,,加入取消旋转/镜像/缩放的指令后再试
3280,极坐标编程 未取消 G53不允许执行,警告,,加入取消极坐标的指令后再试
3281,预处理激活坐标系失败,警告,,系统正常运行时，不应出现该报警，请联系相关系统开发人员；
3282,ERROR-RTCP NO STARTUP,警告,,G171之前需要使用G203启动RTCP变换
3283,五轴刀长未定义,警告,,进入“刀具系统”管理页，加入刀长相关数
3284,(旋转/镜像/缩放) 未取消 禁止工作平面切换,警告,,加入取消旋转/镜像/缩放的指令后再试
3285,极坐标编程 未取消 禁止工作平面切换,警告,,加入取消极坐标的指令后再试
3286,刀补未取消 禁止工作平面切换,警告,,先使用G40取消刀补后再试
3287,X轴向半径为0，无法进行ARC圆柱面插补,警告,,X轴程序坐标为0，无法进行圆柱面插补，指令X轴移动到非0坐标位置
3288,向刀补模块添加对象失败,警告,,系统正常运行时，不应出现该报警，请联系相关系统开发人员；
3289,铣削车削件-直线-经过禁止区域,警告,,修改NC程序使路径绕开该禁止区域；
3290,启动每转进给前未指定S指令,警告,,启动每转进给前编写指定S指令，给出主轴的旋转速度
3291,启动每转进给F值导致超过机床最大速度,警告,,减小F指令后再试
3292,启动每齿进给前未指定S指令,警告,,启动每齿进给前编写指定S指令，给出主轴的旋转速度
3293,启动每齿进给F值导致超过机床最大速度,警告,,减小F指令后再试
3294,预处理-极坐标增量编程计算错误,警告,,系统正常运行时，不应出现该报警，请联系相关系统开发人员；
3295,RTCP已启动，刀具已被锁定,警告,,换刀指令前使用G204指令取消RTCP变换
3296,刀补未取消，刀具已被锁定，不允许执行刀具M代码,警告,,执行刀具M代码前使用G204指令取消RTCP变换
3297,子程序中不允许使用M02或M30,警告,,子程序中只允许使用RET指令返回调用程序
3298,未找到G210指令所指定的主轴,警告,,检查G210指令所指定的主轴编号
3299,未找到G210指令所指定主轴对应的逻辑轴,警告,,检查车铣复合逻辑轴的CorreSpindle参数设置
3301,未找到G209/G211指令所指定的逻辑轴,警告,,检查G209/G211指令所指定的逻辑轴名称
3302,"未找到G209/G211指令所指定逻辑轴对应的主轴,或者本逻辑轴为直线轴",警告,,检查车铣复合逻辑轴的CorreSpindle参数设置
3303,未找到G220.1 指令所指定的逻辑轴,警告,,检查G220.1指令所指定的逻辑轴名称
3304,G220.1 指令的逻辑轴不能转换为直径编程轴,警告,,旋转轴不能转换为直径编程轴
3305,未找到G220.2 指令所指定的逻辑轴,警告,,检查G220.2指令所指定的逻辑轴名称
3306,G220.2 指令的逻辑轴不能添加为直径编程轴,警告,,旋转轴不能转换为直径编程轴
3307,未找到G220.4 指令所指定的逻辑轴,警告,,检查G220.4指令所指定的逻辑轴名称
3308,G220.4 删除所指定的逻辑轴失败，该轴为当前唯一直径编程轴,警告,,直径编程生效时，需要至少保留一个直径编程轴
3309,GetToolInfoFail,警告,,获取刀具信息失败，系统正常运行时，不应出现该报警，请联系相关系统开发人员；
3310,NC Prog 使用#变量索引号越界,警告,,"#变量的取值范围是[1,177]"
3311,当前刀具号为0，无法修改刀具参数,警告,,把需要使用的主轴换到当前主轴上
3312,要设置的刀具参数未定义,警告,,检查STI指令参数
3313,设置刀具参数失败,警告,,检查STI指令参数
3314,要设置的刀具参数未定义,警告,,检查GTI指令参数
3315,设置刀具参数失败,警告,,检查GTI指令参数
3316,刀具半径补偿有效时不能启动：圆弧连接轨迹优化,警告,,先使用G40取消刀补后再试
3317,G400 指定的逻辑轴不存在,警告,,检查G400 指定的逻辑轴名称
3318,G400 指定的软限位索引超限,警告,,"G400 指定的软限位索引范围[1,5]"
3319,G400 软限位区间长度为0,警告,,G400 软限位区间长度必须大于0
3320,G401 指定的逻辑轴不存在,警告,,检查G401 指定的逻辑轴名称
3321,G401 指定的软限位索引超限,警告,,"G401 指定的软限位索引范围[1,5]"
3322,G401 软限位区间长度为0,警告,,G401 软限位区间长度必须大于0
3323,NC Prog 使用#变量索引号越界,警告,,"#变量的取值范围是[1,177]"
3324,未找到CLAFE指令所指定的逻辑轴,警告,,检查CLAFE指令所指定的逻辑轴名称
3325,未找到COUPDEF指令所指定的跟随主轴,警告,,检查COUPDEF指令所指定的跟随主轴编号
3326,未找到COUPDEF指令所指定的引导主轴,警告,,检查COUPDEF指令所指定的引导主轴编号
3327,COUPDEF指令所指定的跟随主轴已被占用,警告,,需要先解除占用
3328,COUPDEF指令所指定的引导主轴已被占用,警告,,需要先解除占用
3329,未找到COUPDEL指令所指定的跟随主轴,警告,,检查COUPDEL指令所指定的跟随主轴编号
3330,未找到COUPDEL指令所指定的引导主轴,警告,,检查COUPDEL指令所指定的引导主轴编号
3331,COUPDEL指令所指定的同步主轴对不匹配,警告,,COUPDEL指令所指定的主轴未构成引导跟随对
3332,不允许通过程序来操作未返参的逻辑轴,警告,,该逻辑轴执行返参操作后再试
3333,工件坐标系旋转标记生效，旋转轴指令被锁定,警告,,如确实需要操作旋转轴，需先使用G227解除旋转生效标志，否则重新编辑NC程序；
3334,旋转轴程序指令范围超限，请检查,警告,,根据逻辑轴旋转轴类型参数RoundType检查该指令范围
3335,NC程序指定了一个异常数据,警告,,请检查NC程序给定的数据
3336,NC程序指定了一个工作在主轴模式的逻辑轴指令,警告,,请使用G210指令将其切换至逻辑轴工作模式
3337,逻辑轴的平行或同心轴设置值非法,警告,,"检查逻辑轴参数ParallelAxis设置的值范围[1,6]"
3338,一个程序段指定了超过一个的相互平行或同心的轴,警告,,一个程序段逻辑轴参数ParallelAxis设置值相同的轴只能指定一个
3339,循环计算模块缓冲区溢出,警告,,系统正常运行时，不应出现该报警，请联系相关系统开发人员；
3340,循环程序定义轮廓不单调,警告,,检查轮廓定义程序段路径是否单调
3341,X轴向半径为0，无法进行圆柱面插补,警告,,X轴程序坐标为0，无法进行圆柱面插补，指令X轴移动到非0坐标位置
3342,直线轴不可修改参考半径！,警告,,G501指令要修改直线轴的参考半径，请检查
3343,加载到不存在的逻辑轴：%补偿项目,警告,,检查补偿文件中$AN_GEC_INPUT_AXIS[n]或 $AN_GEC_OUTPUT_AXIS[n]给定了不存在的逻辑轴名称
3401,圆弧半径小于刀具半径,警告,过切,刀具半径过大
3402,刀具干涉,警告,过切,刀具半径过大
3403,"刀具干涉,此时最大允许刀具半径为(mm):%",警告,过切,刀具半径过大
3404,轮廓位移行程短于刀具半径,警告,欠切,刀具半径过大，欠切，通过机床参数UndercutCheck = 0可屏蔽该报警
3405,刀补轨迹段有旋转轴运动,警告,刀补段不允许旋转轴运动,检查NC程序
3406,退刀段有旋转轴运动,警告,退刀段不允许旋转轴运动,检查NC程序
3451,获取速度规划信息失败,警告,速度规划出错,须使用nc程序和cnccfg文件夹查找原因
3452,速度规划获取Obj信息异常,警告,获取对象信息异常,须使用nc程序和cnccfg文件夹查找原因
3453,速度规划目标速度异常,警告,速度规划求得速度异常,须使用nc程序和cnccfg文件夹查找原因
3454,SSGetAccFinalV计算出错,警告,算法出错,须使用nc程序和cnccfg文件夹查找原因
3455,插补出错01,警告,插补计算出错,须使用nc程序和cnccfg文件夹查找原因
3456,插补出错04,警告,插补计算出错,须使用nc程序和cnccfg文件夹查找原因
3457,插补跨段出错！,警告,插补计算出错,须使用nc程序和cnccfg文件夹查找原因
3606,选择程序段执行不支持：*,警告,使用程序段选择功能时，所选程序含有不能处理的指令,因为程序中使用了*功能，不支持使用选择程序段执行功能
3611,选择程序段执行:坐标系旋转或RTCP 与刀补状态冲突！,警告,使用程序段选择功能时，所选位置的RTCP、坐标系旋转、刀补状态不能处理,程序不支持使用选择程序段执行功能
3612,选择程序段执行:*轴有异常移动!,警告,使用程序段选择功能时，所选程序含有不能处理的指令,程序不支持使用选择程序段执行功能
3613,选择程序段执行:*轴位置超软限位，不能同步到程序启动位置!,警告,使用程序段选择功能时，所选程序含有不能处理的指令,程序不支持使用选择程序段执行功能
3614,"选择程序段执行:工作刀号(*)与主轴当前刀号(*)不一致,请先手动换刀恢复！",警告,使用程序段选择功能时，没有先手动恢复刀具,MDI或手动恢复选择位置的工作刀具
3615,"选择程序段执行:激活D号(*)与通道当前D号(*)不一致,请重新调整选择位置！",警告,使用程序段选择功能时选择位置不合理,调整选择位置，在D1生效的范围选择
